,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
1438,1439,1.0,Fair,D,SI2,69.3,58.0,2974,5.96,5.87,4.1
1443,1444,0.8,Ideal,F,SI1,62.8,54.0,2975,5.9,5.97,3.74
1448,1449,0.72,Ideal,E,SI1,61.0,56.0,2976,5.82,5.85,3.56
1457,1458,0.76,Ideal,E,SI2,62.1,56.0,2978,5.85,5.88,3.64
1465,1466,0.91,Premium,I,SI2,60.2,59.0,2981,6.29,6.24,3.77
1473,1474,0.74,Ideal,E,VS2,62.7,54.0,2984,5.8,5.77,3.63
1476,1477,0.7,Very Good,D,VS2,63.1,56.0,2985,5.62,5.69,3.57
1482,1483,0.84,Ideal,G,SI2,62.0,56.0,2986,6.02,6.05,3.74
1491,1492,0.76,Very Good,G,VS2,62.1,54.0,2990,5.88,5.94,3.67
1492,1493,0.72,Very Good,E,VS2,62.9,57.0,2990,5.68,5.73,3.59
1495,1496,0.7,Ideal,D,VS2,60.3,60.0,2991,5.71,5.76,3.46
1498,1499,1.06,Fair,J,SI2,61.0,66.0,2992,6.54,6.35,3.93
1503,1504,0.7,Ideal,F,VS1,62.4,55.0,2993,5.65,5.7,3.54
1504,1505,0.75,Ideal,E,SI1,61.1,57.0,2993,5.83,5.86,3.57
1507,1508,0.71,Very Good,F,VS2,59.6,56.0,2994,5.84,5.88,3.49
1517,1518,0.77,Ideal,D,SI1,61.4,56.0,2996,5.9,5.93,3.63
1522,1523,0.7,Ideal,F,VS1,61.6,57.0,2998,5.7,5.73,3.52
1523,1524,1.01,Fair,J,VVS2,66.0,56.0,2998,6.29,6.22,4.13
1530,1531,0.7,Premium,G,VVS2,60.6,60.0,2999,5.77,5.69,3.47
1538,1539,0.9,Ideal,I,SI2,62.0,56.0,3001,6.16,6.2,3.83
1546,1547,0.77,Very Good,E,SI2,60.4,58.0,3002,5.91,5.95,3.58
1548,1549,0.89,Good,H,SI2,63.3,59.0,3002,6.04,6.09,3.84
1553,1554,0.76,Ideal,E,SI1,61.5,56.0,3003,5.89,5.91,3.63
1555,1556,0.65,Premium,D,VVS2,59.9,58.0,3003,5.69,5.63,3.39
1558,1559,0.7,Ideal,H,VS1,61.7,55.0,3004,5.69,5.72,3.52
1565,1566,0.8,Very Good,H,SI1,63.0,57.0,3005,5.89,5.95,3.73
1566,1567,0.72,Ideal,I,VS1,60.4,56.0,3005,5.8,5.86,3.52
1575,1576,0.7,Premium,E,VVS2,62.7,53.0,3007,5.65,5.61,3.53
1577,1578,0.71,Ideal,G,SI1,61.6,55.0,3007,5.72,5.78,3.54
1580,1581,0.71,Ideal,G,SI1,61.4,56.0,3007,5.72,5.77,3.53
1583,1584,0.7,Very Good,D,VS1,60.4,58.0,3008,5.71,5.78,3.47
1584,1585,0.61,Ideal,G,VVS1,61.2,56.0,3008,5.46,5.48,3.35
1588,1589,0.71,Very Good,E,VS1,62.1,57.0,3009,5.67,5.69,3.53
1589,1590,0.71,Very Good,E,VS1,63.4,58.0,3009,5.64,5.68,3.59
1597,1598,1.2,Fair,J,I1,64.9,59.0,3011,6.61,6.54,4.27
1604,1605,0.7,Ideal,F,VS2,61.4,58.0,3011,5.7,5.73,3.51
1607,1608,0.75,Ideal,H,SI1,61.9,56.0,3011,5.81,5.85,3.61
1613,1614,0.72,Ideal,E,SI1,60.3,55.0,3012,5.85,5.89,3.54
1617,1618,0.71,Ideal,F,VS1,61.1,57.0,3013,5.76,5.82,3.54
1618,1619,0.81,Ideal,E,SI2,61.8,56.0,3013,6.0,5.97,3.7
1626,1627,0.84,Very Good,G,SI2,62.8,57.0,3015,6.0,6.04,3.78
1629,1630,0.81,Ideal,E,SI2,61.0,56.0,3015,5.99,6.05,3.67
1632,1633,0.7,Ideal,E,VS1,62.7,57.0,3016,5.65,5.7,3.56
1633,1634,0.9,Good,F,SI2,64.2,62.0,3016,6.0,6.08,3.88
1635,1636,0.96,Premium,E,SI2,62.8,60.0,3016,6.3,6.24,3.94
1638,1639,0.71,Very Good,F,VS1,61.8,60.0,3017,5.66,5.7,3.51
1639,1640,1.12,Premium,G,I1,60.3,60.0,3017,6.75,6.69,4.05
1641,1642,0.5,Good,D,VVS2,62.4,64.0,3017,5.03,5.06,3.14
1645,1646,0.7,Premium,F,VVS2,62.5,59.0,3018,5.68,5.61,3.53
1646,1647,0.71,Ideal,F,VVS2,62.6,56.0,3018,5.7,5.65,3.55
1656,1657,0.65,Ideal,E,VVS2,62.1,57.0,3023,5.55,5.6,3.46
1660,1661,0.75,Premium,E,VS2,62.1,57.0,3024,5.9,5.79,3.63
1665,1666,0.72,Premium,E,VS2,62.5,59.0,3024,5.73,5.7,3.57
1671,1672,0.7,Very Good,G,VS2,61.8,55.0,3026,5.69,5.74,3.53
1674,1675,0.83,Ideal,H,VS2,61.3,54.0,3027,6.06,6.1,3.73
1685,1686,1.01,Very Good,H,SI2,63.5,55.0,3032,6.32,6.27,4.0
1696,1697,0.91,Ideal,I,SI2,61.6,57.0,3034,6.23,6.24,3.84
1707,1708,0.61,Ideal,D,VVS2,62.4,58.0,3036,5.38,5.42,3.37
1720,1721,0.32,Ideal,G,VS2,61.4,55.0,561,4.4,4.46,2.72
1726,1727,0.32,Good,G,VS2,63.1,57.0,561,4.3,4.35,2.73
1730,1731,0.32,Premium,H,VS1,61.7,58.0,561,4.38,4.44,2.72
1733,1734,0.32,Premium,G,VS2,61.7,60.0,561,4.32,4.4,2.69
1735,1736,0.32,Very Good,G,VS2,62.6,58.0,561,4.37,4.39,2.74
1740,1741,0.72,Ideal,E,SI1,62.2,58.0,3037,5.72,5.75,3.57
1741,1742,0.76,Ideal,H,VS2,61.4,57.0,3038,5.85,5.88,3.6
1744,1745,0.7,Very Good,G,VVS2,61.0,59.0,3039,5.67,5.7,3.47
1745,1746,0.7,Fair,F,VS1,64.9,59.0,3039,5.56,5.59,3.62
1746,1747,0.77,Very Good,D,SI1,62.1,58.0,3040,5.84,5.89,3.64
1755,1756,0.81,Ideal,I,SI1,61.3,56.0,3043,6.27,6.23,3.83
1760,1761,0.78,Very Good,F,SI1,62.4,58.0,3045,5.83,5.86,3.65
1762,1763,0.72,Premium,D,VS2,60.2,60.0,3045,5.76,5.81,3.48
1767,1768,0.79,Very Good,F,SI1,61.5,58.0,3047,5.94,5.97,3.66
1775,1776,0.72,Ideal,G,SI1,61.8,56.0,3048,5.7,5.76,3.55
1776,1777,0.72,Good,E,VS1,57.9,60.0,3048,5.97,5.91,3.44
1788,1789,0.82,Good,E,SI2,61.8,56.0,3050,5.95,5.99,3.69
1796,1797,0.7,Very Good,D,VS2,62.6,58.0,3053,5.67,5.7,3.56
1798,1799,0.7,Very Good,F,VS1,62.8,59.0,3053,5.65,5.69,3.56
1799,1800,0.71,Ideal,E,VS2,60.9,56.0,3053,5.77,5.83,3.53
1802,1803,0.75,Ideal,E,SI1,61.3,57.0,3053,5.84,5.91,3.6
1807,1808,0.7,Very Good,D,VS1,62.9,60.0,3054,5.62,5.67,3.55
1826,1827,0.72,Very Good,F,VS1,62.1,59.0,3059,5.69,5.74,3.55
1829,1830,1.03,Very Good,G,I1,62.4,57.0,3060,6.41,6.45,4.01
1834,1835,0.9,Very Good,J,SI1,63.8,56.0,3061,6.11,6.14,3.91
1839,1840,0.72,Ideal,D,SI1,61.5,56.5,3062,5.76,5.79,3.55
1840,1841,0.9,Fair,F,SI2,65.7,63.0,3062,6.01,5.96,3.93
1851,1852,0.8,Ideal,F,SI2,61.4,56.0,3064,5.99,5.93,3.66
1853,1854,0.7,Ideal,G,VS1,61.5,56.0,3065,5.7,5.75,3.52
1854,1855,0.65,Ideal,H,IF,61.5,55.0,3065,5.6,5.62,3.45
1864,1865,0.7,Very Good,E,VS1,63.4,60.0,3068,5.63,5.66,3.58
1884,1885,0.9,Good,G,SI1,63.7,56.0,3074,6.1,6.06,3.87
1889,1890,0.72,Ideal,H,VVS1,62.2,57.0,3075,5.72,5.75,3.57
1890,1891,0.76,Ideal,I,VS2,61.7,56.0,3075,5.87,5.9,3.63
1894,1895,0.79,Very Good,E,SI1,63.7,58.0,3077,5.79,5.85,3.71
1896,1897,0.71,Fair,D,VS2,64.7,58.0,3077,5.61,5.58,3.62
1902,1903,0.94,Good,I,SI2,63.8,60.0,3079,6.21,6.14,3.94
1905,1906,1.0,Ideal,H,I1,61.3,57.0,3080,6.41,6.44,3.94
1906,1907,1.0,Fair,J,VS1,66.6,57.0,3080,6.07,6.03,4.03
1909,1910,0.82,Premium,F,SI1,61.1,60.0,3080,6.02,5.96,3.66
1912,1913,0.79,Very Good,D,SI2,63.2,57.0,3081,5.81,5.86,3.69
1914,1915,0.79,Ideal,F,SI1,62.0,55.0,3081,5.93,5.95,3.68
1918,1919,0.6,Ideal,E,VVS1,62.5,53.7,3082,5.35,5.43,3.38
1921,1922,0.91,Very Good,J,VS1,63.5,55.0,3082,6.22,6.12,3.92
1924,1925,0.8,Ideal,F,SI1,61.0,56.0,3082,6.05,5.98,3.67
1926,1927,0.8,Premium,D,SI2,61.1,58.0,3082,5.94,5.9,3.62
1931,1932,0.72,Very Good,E,SI2,61.0,59.0,3084,5.73,5.78,3.51
1944,1945,0.81,Ideal,H,VS2,61.6,56.0,3084,6.03,5.98,3.7
1946,1947,0.9,Very Good,E,SI2,63.1,54.0,3084,6.2,6.17,3.9
1947,1948,1.02,Fair,I,SI2,64.5,56.0,3084,6.28,6.25,4.04
1949,1950,0.75,Very Good,D,SI1,63.9,56.0,3085,5.73,5.75,3.67
1957,1958,0.74,Ideal,D,VS2,61.9,56.0,3087,5.84,5.79,3.6
1961,1962,0.77,Ideal,H,SI1,61.3,56.0,3089,5.87,5.91,3.61
1964,1965,0.73,Ideal,G,SI1,60.6,57.0,3089,5.84,5.87,3.55
1971,1972,0.71,Premium,D,VS1,58.1,62.0,3090,5.89,5.84,3.41
1974,1975,1.2,Premium,G,I1,60.3,58.0,3091,6.82,6.77,4.1
1975,1976,0.8,Premium,E,SI1,62.9,60.0,3091,5.89,5.87,3.7
1985,1986,0.7,Very Good,E,VS1,63.4,57.0,3095,5.63,5.67,3.58
1988,1989,0.9,Premium,H,SI1,62.4,56.0,3095,6.13,6.05,3.8
1990,1991,0.71,Very Good,D,VS2,63.0,58.0,3096,5.65,5.68,3.57
1994,1995,0.81,Premium,F,SI1,60.3,59.0,3097,5.98,6.05,3.63
1999,2000,0.72,Ideal,D,VS2,61.8,57.0,3099,5.76,5.73,3.55
2006,2007,0.9,Very Good,J,VS1,62.6,55.0,3102,6.11,6.13,3.83
2014,2015,0.71,Very Good,F,VVS1,63.3,58.0,3104,5.67,5.64,3.58
2016,2017,0.9,Fair,G,SI2,64.7,58.0,3104,5.94,6.03,3.87
2026,2027,0.9,Ideal,J,VS2,59.8,56.0,3105,6.27,6.24,3.74
2032,2033,0.9,Premium,H,SI2,59.6,59.0,3105,6.38,6.24,3.76
2035,2036,0.79,Ideal,E,SI1,62.1,54.0,3107,5.92,5.96,3.69
2038,2039,0.7,Ideal,E,VS1,62.2,58.0,3107,5.62,5.69,3.52
2048,2049,0.32,Ideal,G,VS2,61.8,57.0,561,4.38,4.42,2.72
2052,2053,0.32,Premium,G,VS2,62.0,58.0,561,4.33,4.38,2.7
2053,2054,0.32,Premium,G,VS2,62.6,59.0,561,4.33,4.36,2.72
2058,2059,0.32,Premium,H,VS1,60.6,60.0,561,4.4,4.44,2.68
2060,2061,0.32,Very Good,E,VS2,60.5,58.0,561,4.4,4.42,2.67
2062,2063,0.32,Premium,E,SI1,60.2,60.0,561,4.39,4.44,2.66
2065,2066,0.32,Premium,H,VS1,62.4,58.0,561,4.35,4.4,2.73
2068,2069,0.32,Premium,G,VS2,61.5,60.0,561,4.4,4.42,2.71
2079,2080,0.7,Premium,F,VVS1,61.9,59.0,3109,5.67,5.6,3.49
2089,2090,0.71,Very Good,H,IF,63.0,57.0,3112,5.63,5.7,3.57
2097,2098,0.77,Ideal,G,VS2,62.1,56.0,3114,5.85,5.88,3.64
2104,2105,0.8,Good,F,VS1,63.3,55.0,3116,5.87,5.92,3.73
2107,2108,0.71,Ideal,F,VS2,61.2,56.0,3116,5.77,5.79,3.54
2108,2109,0.92,Fair,F,SI1,64.9,58.0,3117,6.1,6.04,3.94
2109,2110,1.08,Premium,H,I1,61.7,59.0,3118,6.54,6.59,4.05
2112,2113,1.16,Fair,H,SI2,68.2,55.0,3118,6.47,6.37,4.38
2118,2119,1.02,Fair,J,SI2,65.0,59.0,3119,6.34,6.24,4.08
2119,2120,0.91,Fair,E,SI2,64.5,60.0,3119,6.04,5.96,3.87
2120,2121,0.75,Ideal,E,VS2,62.0,56.0,3120,5.82,5.85,3.62
2121,2122,0.9,Very Good,I,SI1,63.2,56.0,3120,6.15,6.12,3.88
2123,2124,0.76,Good,G,VS1,60.3,60.7,3121,5.86,5.9,3.55
2130,2131,0.72,Ideal,H,VS2,60.1,56.0,3122,5.85,5.88,3.52
2136,2137,0.71,Ideal,G,VS1,61.8,56.1,3123,5.72,5.74,3.54
2140,2141,0.84,Very Good,E,SI2,62.1,58.0,3125,6.02,6.09,3.76
2143,2144,0.9,Good,H,SI1,60.5,64.0,3125,6.18,6.11,3.72
2146,2147,0.57,Very Good,D,VVS1,62.8,56.0,3126,5.27,5.31,3.32
2148,2149,0.57,Ideal,D,VVS1,61.6,56.0,3126,5.33,5.35,3.29
2150,2151,0.7,Very Good,G,VS1,61.6,57.0,3127,5.69,5.73,3.52
2162,2163,0.74,Ideal,G,SI1,61.9,55.0,3130,5.8,5.83,3.6
2163,2164,0.74,Ideal,G,SI1,61.3,57.0,3130,5.81,5.83,3.57
2173,2174,0.73,Ideal,F,VS1,62.9,56.0,3135,5.71,5.77,3.61
2179,2180,0.75,Ideal,E,VS2,60.2,57.0,3136,5.93,5.9,3.56
2181,2182,0.71,Ideal,D,VS1,62.2,55.0,3136,5.74,5.71,3.56
2182,2183,1.0,Fair,E,SI2,67.0,53.0,3136,6.19,6.13,4.13
2186,2187,0.8,Ideal,F,SI1,61.0,56.0,3137,5.98,6.05,3.67
2187,2188,0.72,Premium,H,VVS1,61.4,58.0,3137,5.75,5.78,3.54
2192,2193,0.74,Very Good,D,SI1,61.5,59.0,3138,5.76,5.82,3.56
2194,2195,0.9,Very Good,E,SI2,60.7,61.0,3139,6.16,6.22,3.76
2195,2196,0.9,Good,E,SI2,64.1,57.0,3139,6.07,6.09,3.9
2196,2197,0.9,Good,E,SI2,63.4,62.0,3139,6.0,6.02,3.81
2197,2198,0.9,Very Good,E,SI2,59.5,61.0,3139,6.24,6.3,3.73
2206,2207,0.9,Premium,J,SI1,60.4,59.0,3141,6.27,6.24,3.78
2213,2214,0.68,Very Good,G,IF,62.7,56.0,3143,5.56,5.6,3.5
2214,2215,0.83,Ideal,E,SI2,61.0,57.0,3143,6.06,6.13,3.72
2218,2219,0.71,Very Good,D,VS1,58.1,62.0,3145,5.84,5.89,3.41
2219,2220,0.84,Very Good,D,SI2,63.6,57.0,3145,5.95,6.0,3.8
2225,2226,0.7,Ideal,G,SI1,61.6,55.0,3145,5.71,5.76,3.53
2226,2227,0.9,Fair,G,SI1,65.4,57.0,3145,6.04,5.95,3.92
2228,2229,0.9,Fair,G,SI1,65.4,59.0,3145,6.04,6.0,3.94
2235,2236,0.71,Ideal,H,IF,61.2,56.0,3146,5.74,5.79,3.53
2236,2237,0.92,Very Good,J,VS2,60.9,62.0,3146,6.26,6.31,3.83
2237,2238,0.8,Very Good,E,SI1,62.9,60.0,3146,5.87,5.89,3.7
2239,2240,0.78,Ideal,E,SI1,62.1,58.0,3146,5.86,5.9,3.65
2243,2244,0.77,Ideal,G,VS1,62.2,56.0,3148,5.9,5.85,3.66
2248,2249,1.03,Good,J,SI2,64.1,62.0,3149,6.37,6.33,4.07
2258,2259,0.83,Very Good,H,VS1,63.1,60.0,3153,5.91,5.98,3.75
2261,2262,0.71,Ideal,D,VS2,62.0,57.0,3153,5.69,5.73,3.54
2266,2267,0.95,Very Good,J,SI1,63.4,55.0,3154,6.25,6.21,3.95
2272,2273,0.95,Fair,J,SI1,58.0,66.0,3154,6.5,6.46,3.76
2282,2283,0.9,Very Good,H,SI2,62.8,57.0,3160,6.15,6.2,3.88
2284,2285,0.9,Good,H,SI2,63.4,60.0,3160,6.03,6.08,3.84
2286,2287,0.9,Good,H,SI2,62.4,61.0,3160,6.03,6.11,3.79
2297,2298,0.76,Very Good,E,VS2,63.0,59.0,3162,5.76,5.79,3.64
2298,2299,0.9,Good,I,VS2,62.4,65.0,3162,6.09,6.12,3.81
2304,2305,0.78,Good,F,VS1,64.0,54.0,3163,5.86,5.82,3.74
2313,2314,0.87,Fair,I,VS2,57.3,59.0,3166,6.29,6.44,3.65
2315,2316,0.71,Ideal,G,VVS1,62.1,56.0,3167,5.72,5.84,3.59
2321,2322,0.72,Premium,F,VS1,62.2,57.0,3167,5.74,5.67,3.55
2333,2334,0.75,Ideal,E,SI1,62.1,55.0,3170,5.81,5.85,3.62
2334,2335,0.74,Premium,F,VS1,61.7,57.0,3170,5.85,5.79,3.59
2342,2343,0.78,Ideal,G,VS2,62.2,57.0,3171,5.87,5.9,3.66
2344,2345,0.83,Ideal,G,SI1,61.8,55.0,3171,6.05,6.09,3.75
2347,2348,1.03,Premium,H,I1,61.1,60.0,3172,6.46,6.51,3.96
2348,2349,1.03,Ideal,H,SI2,62.4,57.0,3172,6.43,6.36,4.0
2358,2359,0.71,Very Good,F,VS1,62.9,55.0,3175,5.68,5.71,3.58
2361,2362,0.7,Premium,E,VS1,62.9,61.0,3175,5.65,5.57,3.53
2369,2370,0.77,Ideal,G,VS1,62.4,54.0,3176,5.89,5.93,3.69
2371,2372,0.32,Premium,G,VS2,62.5,58.0,561,4.36,4.38,2.73
2373,2374,0.32,Ideal,H,VS1,61.8,55.0,561,4.41,4.42,2.73
2378,2379,0.32,Very Good,G,VS2,62.8,58.0,561,4.31,4.35,2.72
2382,2383,0.32,Very Good,H,VS1,62.8,58.0,561,4.35,4.37,2.74
2390,2391,0.32,Ideal,G,VS2,62.0,57.0,561,4.37,4.4,2.72
2392,2393,0.32,Ideal,H,VS1,61.1,56.0,561,4.44,4.46,2.72
2394,2395,0.32,Very Good,H,VS1,62.8,55.0,561,4.35,4.41,2.75
2395,2396,0.32,Ideal,G,VS2,61.8,55.0,561,4.41,4.43,2.73
2396,2397,0.32,Premium,G,VS2,61.2,59.0,561,4.38,4.41,2.69
2398,2399,0.26,Very Good,F,VVS1,61.3,58.0,562,4.13,4.16,2.54
2399,2400,0.31,Ideal,G,VS2,61.7,55.0,562,4.37,4.39,2.7
2404,2405,0.67,Very Good,G,VVS1,62.0,56.0,3178,5.6,5.62,3.48
2405,2406,0.74,Ideal,H,VS2,62.2,55.0,3178,5.83,5.81,3.62
2421,2422,0.91,Very Good,J,SI2,62.0,56.0,3181,6.18,6.23,3.85
2434,2435,0.76,Ideal,G,VS2,61.5,55.0,3183,5.92,5.88,3.63
2436,2437,0.73,Very Good,E,VS2,62.9,58.0,3184,5.7,5.75,3.6
2439,2440,0.7,Ideal,H,VS1,61.0,56.0,3185,5.75,5.79,3.51
2440,2441,0.7,Ideal,H,VS1,61.7,57.0,3185,5.66,5.7,3.5
2453,2454,0.74,Ideal,E,VS2,59.5,57.0,3189,5.92,5.94,3.53
2456,2457,1.01,Premium,J,VS2,62.4,60.0,3190,6.45,6.35,3.99
2457,2458,0.71,Ideal,H,IF,62.0,54.0,3190,5.71,5.75,3.55
2458,2459,0.89,Premium,G,SI1,61.1,58.0,3190,6.24,6.17,3.79
2463,2464,0.7,Ideal,F,VVS2,62.0,55.0,3191,5.71,5.67,3.53
2471,2472,0.81,Ideal,G,SI1,62.2,57.0,3192,5.97,6.02,3.73
2474,2475,1.0,Good,H,SI2,62.0,64.0,3192,6.43,6.29,3.94
2475,2476,0.76,Premium,E,VS2,60.1,59.0,3192,6.01,5.97,3.6
2476,2477,1.0,Fair,H,SI2,64.4,57.0,3192,6.35,6.29,4.07
2482,2483,0.9,Good,H,SI2,63.6,60.0,3193,6.11,6.06,3.87
2488,2489,0.83,Good,G,VS2,63.7,60.9,3195,5.84,5.92,3.75
2489,2490,0.91,Very Good,F,SI1,63.5,58.0,3195,6.15,6.1,3.89
2490,2491,0.91,Very Good,F,SI1,63.3,60.0,3195,6.1,6.06,3.85
2497,2498,1.01,Fair,F,SI1,66.1,60.0,3197,6.15,6.13,4.06
2500,2501,0.71,Ideal,E,VS1,61.4,59.0,3198,5.71,5.75,3.52
2504,2505,1.0,Fair,J,SI2,56.3,64.0,3199,6.58,6.54,3.69
2508,2509,0.7,Ideal,F,VS1,62.4,56.0,3199,5.67,5.65,3.53
2515,2516,0.7,Ideal,E,VS2,60.5,59.0,3201,5.72,5.75,3.47
2516,2517,0.7,Ideal,E,VS2,61.1,59.0,3201,5.67,5.73,3.48
2527,2528,0.7,Very Good,F,VVS2,60.5,60.0,3205,5.7,5.73,3.46
2528,2529,1.11,Premium,H,I1,61.0,59.0,3205,6.61,6.67,4.05
2536,2537,0.9,Fair,D,SI2,65.7,60.0,3205,5.98,5.93,3.91
2537,2538,0.9,Fair,D,SI2,64.7,59.0,3205,6.09,5.99,3.91
2540,2541,0.75,Premium,E,VS2,61.8,58.0,3206,5.83,5.85,3.61
2545,2546,0.7,Ideal,G,VS1,61.4,55.0,3206,5.71,5.76,3.53
2548,2549,0.83,Ideal,D,SI2,62.1,56.0,3207,6.0,6.04,3.74
2549,2550,1.01,Ideal,J,SI1,62.1,54.0,3207,6.48,6.4,4.0
2550,2551,0.77,Very Good,H,VVS2,61.1,56.0,3208,5.89,5.92,3.61
2556,2557,0.9,Very Good,I,VS2,62.5,57.0,3209,6.12,6.2,3.85
2557,2558,0.73,Ideal,G,VS1,60.8,56.4,3209,5.81,5.86,3.55
2563,2564,0.9,Premium,F,SI2,62.6,62.0,3210,6.06,6.01,3.78
2565,2566,0.9,Premium,F,SI2,61.9,62.0,3210,6.12,6.07,3.77
2567,2568,0.91,Fair,F,SI2,64.9,56.0,3210,6.08,6.05,3.94
2570,2571,0.73,Ideal,F,VS1,62.6,56.0,3211,5.73,5.71,3.58
2571,2572,0.77,Premium,F,VS1,59.5,58.0,3211,5.96,5.94,3.54
2572,2573,0.82,Premium,E,SI1,61.2,61.0,3211,5.98,5.95,3.65
2580,2581,0.7,Premium,D,VS1,62.9,59.0,3214,5.72,5.66,3.58
2584,2585,0.96,Premium,G,SI2,62.7,60.0,3215,6.29,6.11,3.89
2585,2586,1.1,Premium,J,SI2,60.0,58.0,3216,6.77,6.66,4.03
2586,2587,1.1,Ideal,I,SI2,61.7,56.0,3216,6.65,6.6,4.09
2589,2590,0.71,Ideal,D,VS2,62.5,55.0,3217,5.71,5.74,3.58
2591,2592,1.0,Very Good,I,SI2,62.4,63.0,3217,6.35,6.44,3.99
2592,2593,0.9,Very Good,F,SI2,62.8,54.0,3217,6.05,6.15,3.83
2594,2595,0.71,Ideal,E,VS2,60.3,56.0,3217,5.8,5.84,3.51
2595,2596,0.77,Premium,F,VS2,62.1,59.0,3218,5.85,5.87,3.64
2597,2598,0.71,Very Good,F,VS1,60.6,60.0,3218,5.68,5.73,3.46
2598,2599,0.9,Good,E,SI2,62.0,63.0,3218,6.09,6.14,3.79
2607,2608,0.9,Very Good,I,SI1,60.5,58.0,3220,6.22,6.27,3.78
2614,2615,0.72,Ideal,E,VS2,61.3,57.0,3223,5.76,5.79,3.54
2617,2618,0.9,Very Good,J,SI1,63.6,57.0,3225,6.07,6.1,3.87
2624,2625,0.9,Good,G,SI1,57.7,62.0,3226,6.29,6.23,3.61
2635,2636,0.71,Ideal,H,VS1,61.7,55.0,3229,5.73,5.75,3.54
2639,2640,0.91,Good,H,SI1,63.7,60.0,3229,6.16,6.09,3.9
2641,2642,1.03,Ideal,H,I1,61.5,57.0,3230,6.52,6.48,4.0
2651,2652,1.05,Very Good,E,I1,62.2,61.0,3234,6.48,6.51,4.04
2657,2658,0.77,Premium,E,VS2,60.5,59.0,3234,5.98,5.92,3.6
2659,2660,0.8,Very Good,H,VS2,63.1,57.0,3235,5.87,5.92,3.72
2662,2663,0.7,Ideal,H,VVS2,62.2,55.0,3235,5.71,5.76,3.57
2669,2670,0.76,Very Good,F,VS2,62.5,58.0,3238,5.79,5.83,3.63
2678,2679,0.9,Very Good,E,SI2,63.2,61.0,3239,6.06,5.99,3.81
2683,2684,0.9,Very Good,H,SI1,63.2,61.0,3242,6.12,6.03,3.84
2684,2685,0.77,Very Good,G,VS1,60.9,55.0,3243,5.9,5.96,3.61
2689,2690,0.74,Ideal,F,VS2,60.8,57.0,3246,5.85,5.87,3.56
2690,2691,0.84,Ideal,D,SI2,61.8,56.0,3246,6.04,6.06,3.74
2693,2694,0.9,Good,I,VS2,63.8,55.0,3246,6.16,6.07,3.9
2694,2695,0.9,Good,G,SI2,63.8,59.0,3246,6.05,6.02,3.85
2699,2700,0.9,Fair,I,VS2,65.4,60.0,3246,6.03,5.96,3.93
2703,2704,0.31,Ideal,G,VS2,61.1,57.0,562,4.37,4.4,2.68
2707,2708,0.39,Very Good,H,SI2,62.4,59.0,562,4.58,4.65,2.88
2709,2710,0.35,Ideal,G,VS2,61.6,54.0,563,4.55,4.58,2.81
2714,2715,0.33,Ideal,H,SI1,61.7,55.0,564,4.43,4.46,2.74
2715,2716,0.33,Ideal,H,SI1,60.6,56.0,564,4.46,4.49,2.72
2718,2719,0.32,Good,E,SI1,62.5,61.0,564,4.32,4.35,2.71
2719,2720,0.26,Good,D,VVS2,63.6,56.0,564,4.06,4.09,2.59
2722,2723,0.26,Very Good,E,VVS2,60.8,61.0,564,4.12,4.13,2.51
2723,2724,0.26,Very Good,E,VVS2,61.7,61.0,564,4.08,4.12,2.53
2727,2728,0.34,Ideal,E,SI1,62.6,55.0,565,4.46,4.49,2.8
2739,2740,0.76,Ideal,D,VS2,63.0,56.0,3248,5.83,5.79,3.66
2745,2746,1.0,Fair,H,SI2,66.5,62.0,3248,6.19,6.1,4.09
2748,2749,0.76,Good,E,VS2,63.2,56.0,3249,5.82,5.86,3.69
2752,2753,0.9,Good,H,SI2,63.6,60.0,3250,6.06,6.11,3.87
2753,2754,0.9,Very Good,H,SI2,59.6,59.0,3250,6.38,6.24,3.76
2757,2758,0.9,Fair,G,SI1,65.2,59.0,3250,6.05,6.01,3.93
2759,2760,0.93,Premium,J,VS2,62.3,60.0,3250,6.3,6.23,3.9
2761,2762,0.9,Very Good,I,SI1,63.3,59.0,3251,6.14,6.05,3.86
2763,2764,0.8,Ideal,E,SI2,60.9,57.0,3251,6.0,6.03,3.66
2769,2770,0.71,Ideal,D,SI1,62.0,55.0,3252,5.71,5.76,3.56
2770,2771,0.7,Very Good,F,VVS1,63.3,56.0,3252,5.7,5.64,3.59
2772,2773,0.7,Ideal,G,VS2,61.5,57.0,3253,5.7,5.74,3.52
2781,2782,0.9,Very Good,H,SI2,64.1,59.0,3255,5.97,6.07,3.86
2785,2786,0.91,Ideal,J,VS2,62.1,56.0,3256,6.18,6.22,3.85
2790,2791,0.91,Very Good,J,VS2,61.0,58.0,3258,6.22,6.3,3.82
2791,2792,0.78,Very Good,D,SI1,62.5,58.0,3258,5.86,5.89,3.67
2792,2793,0.93,Fair,I,VS2,64.7,58.0,3258,6.09,6.06,3.93
2798,2799,0.76,Very Good,E,SI1,60.4,58.0,3261,5.91,5.97,3.59
2799,2800,0.7,Ideal,F,VS1,61.5,55.0,3261,5.73,5.75,3.53
2800,2801,1.04,Good,H,I1,63.9,58.0,3261,6.42,6.35,4.08
2801,2802,1.04,Premium,H,I1,61.6,61.0,3261,6.47,6.45,3.98
2808,2809,0.88,Ideal,I,SI1,63.2,56.0,3264,6.04,6.09,3.83
